Date,ID,Tramming_Actual_t,Tramming_Actual_gpt,Tramming_Actual_kgs,Tramming_Budget_t,Tramming_Budget_gpt,Tramming_Budget_kgs
2025-08-19,6L_W2 STOPE,78.0,3.41,0.26598,140.0,2.542056074766355,0.3558878504672897
2025-08-19,6L_W3 STOPE,54.0,1.79,0.09666,105.0,2.3831775700934577,0.25023364485981303
2025-08-19,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-19,6L_W8 STOPE,19.0,0.84,0.01596,105.0,2.7803738317757007,0.2919392523364486
2025-08-20,3L_W23A STOPE,,,0.0,0.0,1.9859813084112148,0.0
2025-08-20,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-20,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-20,4L_W26 STOPE,252.0,4.23,1.06596,70.0,1.9462616822429906,0.13623831775700931
2025-08-20,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-20,5L_W8 STOPE,114.0,3.2,0.3648,105.0,1.8271028037383175,0.19184579439252333
2025-08-20,6L_E1 STOPE,22.5,3.11,0.069975,35.0,3.137850467289719,0.10982476635514017
2025-08-20,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-20,6L_W13 STOPE,105.0,3.48,0.3654,35.0,1.9859813084112148,0.06950934579439251
2025-08-20,6L_W15_STOPE,60.0,3.22,0.1932,70.0,1.7476635514018692,0.12233644859813084
2025-08-20,6L_W18_STOPE,15.0,0.51,0.0076500000000000005,70.0,2.7803738317757007,0.19462616822429904
2025-08-20,6L_W2 STOPE,186.0,2.93,0.54498,140.0,2.542056074766355,0.3558878504672897
2025-08-20,6L_W3 STOPE,70.5,1.53,0.10786499999999999,105.0,2.3831775700934577,0.25023364485981303
2025-08-20,6L_W4 STOPE,22.5,1.06,0.023850000000000003,0.0,0.0,0.0
2025-08-20,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
2025-08-21,3L_W23A STOPE,,,0.0,0.0,1.9859813084112148,0.0
2025-08-21,3L_W23B STOPE,,3.27,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-21,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-21,4L_W26 STOPE,0.0,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-21,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-21,5L_W8 STOPE,,1.49,0.0,105.0,1.8271028037383175,0.19184579439252333
2025-08-21,6L_E1 STOPE,72.0,1.72,0.12384,35.0,3.137850467289719,0.10982476635514017
2025-08-21,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-21,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-21,6L_W15_STOPE,30.0,0.82,0.024599999999999997,70.0,1.7476635514018692,0.12233644859813084
2025-08-21,6L_W18_STOPE,42.0,0.51,0.02142,70.0,2.7803738317757007,0.19462616822429904
2025-08-21,6L_W2 STOPE,149.0,2.38,0.35462,140.0,2.542056074766355,0.3558878504672897
2025-08-21,6L_W3 STOPE,20.0,1.21,0.0242,105.0,2.3831775700934577,0.25023364485981303
2025-08-21,6L_W4 STOPE,48.0,1.68,0.08064,0.0,0.0,0.0
2025-08-21,6L_W8 STOPE,78.0,0.49,0.03822,105.0,2.7803738317757007,0.2919392523364486
2025-08-22,3L_W23A STOPE,,,0.0,140.0,1.9859813084112148,0.27803738317757004
2025-08-22,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-22,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-22,4L_W26 STOPE,,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-22,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-22,5L_W8 STOPE,,,0.0,105.0,1.8271028037383175,0.19184579439252333
2025-08-22,6L_E1 STOPE,,,0.0,35.0,3.137850467289719,0.10982476635514017
2025-08-22,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-22,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-22,6L_W15_STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-22,6L_W18_STOPE,,,0.0,70.0,2.7803738317757007,0.19462616822429904
2025-08-22,6L_W2 STOPE,,,0.0,140.0,2.542056074766355,0.3558878504672897
2025-08-22,6L_W3 STOPE,,,0.0,105.0,2.3831775700934577,0.25023364485981303
2025-08-22,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-22,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
2025-08-23,3L_W23A STOPE,,,0.0,140.0,1.9859813084112148,0.27803738317757004
2025-08-23,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-23,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-23,4L_W26 STOPE,,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-23,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-23,5L_W8 STOPE,,,0.0,105.0,1.8271028037383175,0.19184579439252333
2025-08-23,6L_E1 STOPE,,,0.0,35.0,3.137850467289719,0.10982476635514017
2025-08-23,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-23,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-23,6L_W15_STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-23,6L_W18_STOPE,,,0.0,70.0,2.7803738317757007,0.19462616822429904
2025-08-23,6L_W2 STOPE,,,0.0,140.0,2.542056074766355,0.3558878504672897
2025-08-23,6L_W3 STOPE,,,0.0,105.0,2.3831775700934577,0.25023364485981303
2025-08-23,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-23,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
2025-08-24,3L_W23A STOPE,,,0.0,140.0,1.9859813084112148,0.27803738317757004
2025-08-24,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-24,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-24,4L_W26 STOPE,,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-24,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-24,5L_W8 STOPE,,,0.0,105.0,1.8271028037383175,0.19184579439252333
2025-08-24,6L_E1 STOPE,,,0.0,35.0,3.137850467289719,0.10982476635514017
2025-08-24,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-24,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-24,6L_W15_STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-24,6L_W18_STOPE,,,0.0,70.0,2.7803738317757007,0.19462616822429904
2025-08-24,6L_W2 STOPE,,,0.0,140.0,2.542056074766355,0.3558878504672897
2025-08-24,6L_W3 STOPE,,,0.0,105.0,2.3831775700934577,0.25023364485981303
2025-08-24,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-24,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
2025-08-25,3L_W23A STOPE,,,0.0,140.0,1.9859813084112148,0.27803738317757004
2025-08-25,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-25,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-25,4L_W26 STOPE,,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-25,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-25,5L_W8 STOPE,,,0.0,105.0,1.8271028037383175,0.19184579439252333
2025-08-25,6L_E1 STOPE,,,0.0,35.0,3.137850467289719,0.10982476635514017
2025-08-25,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-25,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-25,6L_W15_STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-25,6L_W18_STOPE,,,0.0,70.0,2.7803738317757007,0.19462616822429904
2025-08-25,6L_W2 STOPE,,,0.0,140.0,2.542056074766355,0.3558878504672897
2025-08-25,6L_W3 STOPE,,,0.0,105.0,2.3831775700934577,0.25023364485981303
2025-08-25,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-25,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
2025-08-26,3L_W23A STOPE,,,0.0,140.0,1.9859813084112148,0.27803738317757004
2025-08-26,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-26,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-26,4L_W26 STOPE,,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-26,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0
2025-08-26,5L_W8 STOPE,,,0.0,105.0,1.8271028037383175,0
2025-08-26,6L_E1 STOPE,,,0.0,35.0,3.137850467289719,0.10982476635514017
2025-08-26,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-26,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-26,6L_W15_STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-26,6L_W18_STOPE,,,0.0,70.0,2.7803738317757007,0.19462616822429904
2025-08-26,6L_W2 STOPE,,,0.0,140.0,2.542056074766355,0.3558878504672897
2025-08-26,6L_W3 STOPE,,,0.0,105.0,2.3831775700934577,0.25023364485981303
2025-08-26,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-26,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
2025-08-27,3L_W23A STOPE,,,0.0,140.0,1.9859813084112148,0.27803738317757004
2025-08-27,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-27,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-27,4L_W26 STOPE,,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-27,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-27,5L_W8 STOPE,,,0.0,105.0,1.8271028037383175,0.19184579439252333
2025-08-27,6L_E1 STOPE,,,0.0,35.0,3.137850467289719,0.10982476635514017
2025-08-27,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-27,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-27,6L_W15_STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-27,6L_W18_STOPE,,,0.0,70.0,2.7803738317757007,0.19462616822429904
2025-08-27,6L_W2 STOPE,,,0.0,140.0,2.542056074766355,0.3558878504672897
2025-08-27,6L_W3 STOPE,,,0.0,105.0,2.3831775700934577,0.25023364485981303
2025-08-27,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-27,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
2025-08-28,3L_W23A STOPE,,,0.0,140.0,1.9859813084112148,0.27803738317757004
2025-08-28,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-28,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-28,4L_W26 STOPE,,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-28,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-28,5L_W8 STOPE,,,0.0,105.0,1.8271028037383175,0.19184579439252333
2025-08-28,6L_E1 STOPE,,,0.0,35.0,3.137850467289719,0.10982476635514017
2025-08-28,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-28,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-28,6L_W15_STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-28,6L_W18_STOPE,,,0.0,70.0,2.7803738317757007,0.19462616822429904
2025-08-28,6L_W2 STOPE,,,0.0,140.0,2.542056074766355,0.3558878504672897
2025-08-28,6L_W3 STOPE,,,0.0,105.0,2.3831775700934577,0.25023364485981303
2025-08-28,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-28,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
2025-08-29,3L_W23A STOPE,,,0.0,140.0,1.9859813084112148,0.27803738317757004
2025-08-29,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-29,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-29,4L_W26 STOPE,,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-29,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-29,5L_W8 STOPE,,,0.0,105.0,1.8271028037383175,0.19184579439252333
2025-08-29,6L_E1 STOPE,,,0.0,35.0,3.137850467289719,0.10982476635514017
2025-08-29,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-29,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-29,6L_W15_STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-29,6L_W18_STOPE,,,0.0,70.0,2.7803738317757007,0.19462616822429904
2025-08-29,6L_W2 STOPE,,,0.0,140.0,2.542056074766355,0.3558878504672897
2025-08-29,6L_W3 STOPE,,,0.0,105.0,2.3831775700934577,0.25023364485981303
2025-08-29,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-29,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
2025-08-30,3L_W23A STOPE,,,0.0,140.0,1.9859813084112148,0.27803738317757004
2025-08-30,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-30,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-30,4L_W26 STOPE,,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-30,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-30,5L_W8 STOPE,,,0.0,105.0,1.8271028037383175,0.19184579439252333
2025-08-30,6L_E1 STOPE,,,0.0,35.0,3.137850467289719,0.10982476635514017
2025-08-30,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-30,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-30,6L_W15_STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-30,6L_W18_STOPE,,,0.0,70.0,2.7803738317757007,0.19462616822429904
2025-08-30,6L_W2 STOPE,,,0.0,140.0,2.542056074766355,0.3558878504672897
2025-08-30,6L_W3 STOPE,,,0.0,105.0,2.3831775700934577,0.25023364485981303
2025-08-30,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-30,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
2025-08-31,3L_W23A STOPE,,,0.0,140.0,1.9859813084112148,0.27803738317757004
2025-08-31,3L_W23B STOPE,,,0.0,70.0,1.9859813084112148,0.13901869158878502
2025-08-31,3L_W24B STOPE,,,0.0,0.0,0.0,0.0
2025-08-31,4L_W26 STOPE,,,0.0,70.0,1.9462616822429906,0.13623831775700931
2025-08-31,5L_W11 STOPE,,,0.0,70.0,1.7476635514018692,0.12233644859813084
2025-08-31,5L_W8 STOPE,,,0.0,105.0,1.8271028037383175,0.19184579439252333
2025-08-31,6L_E1 STOPE,,,0.0,70.0,3.137850467289719,0.21964953271028034
2025-08-31,6L_W1 STOPE,,,0.0,0.0,0.0,0.0
2025-08-31,6L_W13 STOPE,,,0.0,35.0,1.9859813084112148,0.06950934579439251
2025-08-31,6L_W15_STOPE,,,0.0,35.0,1.7476635514018692,0.06116822429906542
2025-08-31,6L_W18_STOPE,,,0.0,70.0,2.7803738317757007,0.19462616822429904
2025-08-31,6L_W2 STOPE,,,0.0,140.0,2.542056074766355,0.3558878504672897
2025-08-31,6L_W3 STOPE,,,0.0,105.0,2.3831775700934577,0.25023364485981303
2025-08-31,6L_W4 STOPE,,,0.0,0.0,0.0,0.0
2025-08-31,6L_W8 STOPE,,,0.0,105.0,2.7803738317757007,0.2919392523364486
